Circles: 10
# ID : center_x center_y radius
0 : 6.611384 7.525926 0.173521
1 : 1.148962 0.601313 0.143971
2 : 1.492124 8.132848 0.181542
3 : 8.976073 0.848958 0.176454
4 : 7.740929 1.793781 0.171052
5 : 4.427329 0.124393 0.060151
6 : 3.721998 5.614679 0.138718
7 : 5.44361 0.756278 0.06149
8 : 4.303707 2.409544 0.15813
9 : 6.529831 6.875642 0.183713
Lines: 5
# ID : x1 y1 x2 y2
3759 : 2.809241 4.912564 0.048198 0.042038
3760 : 2.631152 1.765225 0.066919 0.032286
3761 : 8.26983 1.041744 0.070144 0.050206
3762 : 4.801021 0.751679 0.034306 0.065303
3763 : 1.355173 6.400309 0.079996 0.01437
3764 : 2.991316 5.048223 0.048416 0.053122
3765 : 5.653147 2.43156 0.060566 0.010544
3766 : 5.298378 9.85125 0.07974 0.057278
3767 : 3.994473 5.099682 0.012495 0.079187
3768 : 7.880846 3.387022 0.049712 0.069514
3769 : 3.761501 9.540923 0.040077 0.051383
3770 : 0.401603 9.739468 0.018679 0.075873
3771 : 1.715479 2.057907 0.060655 0.022682
3772 : 9.411159 3.345542 0.069685 0.040108
3773 : 0.49425 6.853626 0.072202 0.061076
3774 : 4.059127 1.746287 0.078907 0.057657
3775 : 5.219663 6.873103 0.053738 0.040578
3776 : 6.592487 9.915895 0.055184 0.050176
3777 : 2.60159 4.92539 0.017239 0.021451
3778 : 3.674961 5.062555 0.054507 0.022471
3779 : 1.753012 2.879235 0.019085 0.025508
3780 : 5.690458 9.526128 0.049349 0.054374
3781 : 1.557859 2.928725 0.031506 0.059606
3782 : 3.257203 3.81225 0.027357 0.035582
3783 : 1.390871 6.374472 0.050328 0.065909
3784 : 7.294647 1.128583 0.066612 0.042662
3785 : 2.167102 2.480838 0.048096 0.076075
3786 : 6.030931 1.863432 0.070895 0.064414
3787 : 8.635662 9.572674 0.065512 0.036041
3788 : 3.914362 8.680542 0.037064 0.019306
3789 : 3.709232 1.067445 0.013807 0.077314
3790 : 0.40281 0.035278 0.030471 0.013278
3791 : 0.756591 6.023998 0.047351 0.015132
3792 : 2.126825 5.542942 0.011581 0.044291
3793 : 2.195279 6.047085 0.033502 0.060514
3794 : 4.382495 6.598039 0.032696 0.032951
3795 : 4.52053 6.551226 0.055166 0.037559
3796 : 0.336804 0.666376 0.078436 0.042284
3797 : 4.489761 9.417537 0.013886 0.011629
3798 : 1.363355 3.912904 0.039281 0.034427
3799 : 8.442267 9.171795 0.012482 0.078781
3800 : 3.851704 5.5866 0.037835 0.02855
3801 : 9.110489 9.98789 0.055256 0.010949
3802 : 8.865452 1.660661 0.01505 0.037315
3803 : 4.067787 7.302355 0.014717 0.048411
3804 : 3.757196 7.197253 0.039603 0.063674
3805 : 1.215158 3.15907 0.041391 0.071158
3806 : 1.395929 1.386843 0.070741 0.077748
3807 : 2.622639 8.691525 0.069199 0.061805
3808 : 4.38114 3.829957 0.010601 0.038389
3809 : 2.489245 6.742508 0.019348 0.038643
3810 : 1.045727 5.527336 0.065568 0.076803
3811 : 4.35096 6.580895 0.045699 0.02622
3812 : 4.045914 9.682216 0.073032 0.078944
3813 : 4.346989 9.849201 0.048629 0.068977
3814 : 4.523066 9.177076 0.073862 0.030917
3815 : 0.761317 5.458907 0.064931 0.012041
3816 : 0.438302 6.534142 0.075319 0.019014
3817 : 1.468841 6.812584 0.073761 0.07354
3818 : 8.763255 4.023208 0.066447 0.01114
3819 : 6.087815 7.897325 0.012436 0.070177
3820 : 5.652834 7.187032 0.027056 0.019766
3821 : 9.258475 7.197788 0.032558 0.021803
3822 : 9.959052 1.785167 0.033099 0.019147
3823 : 1.77576 5.198938 0.069893 0.03328
3824 : 6.364945 5.627159 0.049656 0.046751
3825 : 8.749819 8.213124 0.065844 0.011906
3826 : 6.915997 7.162908 0.058953 0.046531
3827 : 1.775333 8.016523 0.035881 0.074466
3828 : 3.965876 4.478041 0.027085 0.020254
3829 : 1.021855 4.31556 0.021292 0.02922
3830 : 8.123023 3.645474 0.076332 0.026849
3831 : 5.313905 0.803767 0.072424 0.016989
3832 : 1.50766 9.249562 0.06171 0.050742
3833 : 0.841913 0.036802 0.069748 0.043084
3834 : 3.612942 2.715704 0.029905 0.029421
3835 : 0.928925 2.442422 0.07849 0.03752
3836 : 4.393656 4.18304 0.040492 0.016936
3837 : 2.237015 7.510709 0.027407 0.043763
3838 : 3.896061 1.089282 0.062886 0.072727
3839 : 7.502889 1.051723 0.054163 0.054407
3840 : 0.398276 3.829764 0.057953 0.054338
3841 : 5.24905 0.777971 0.047516 0.054549
3842 : 2.801383 2.853383 0.057629 0.062501
3843 : 4.592125 9.852682 0.03818 0.011446
3844 : 3.005987 1.622291 0.050944 0.061933
3845 : 0.316967 7.268211 0.057716 0.056102
3846 : 1.578909 6.730156 0.036114 0.01442
3847 : 2.475478 5.359892 0.035993 0.066699
3848 : 3.806977 3.864536 0.018846 0.076204
3849 : 5.217754 4.783503 0.054273 0.072875
3850 : 3.908075 3.016731 0.02532 0.037121
3851 : 8.278134 0.595143 0.027984 0.011769
3852 : 7.860371 9.260078 0.038954 0.072441
3853 : 0.317301 2.886135 0.060902 0.046389
3854 : 9.816607 7.708515 0.059096 0.011385
3855 : 5.14654 7.90593 0.044774 0.034928
3856 : 1.267175 7.409283 0.064713 0.04702
3857 : 4.610533 9.234381 0.025657 0.026832
3858 : 4.603011 2.798916 0.019639 0.031618
3859 : 4.202779 6.112488 0.02809 0.041434
3860 : 3.969889 1.918413 0.029382 0.047931
3861 : 1.314148 6.894047 0.067742 0.076478
3862 : 2.908807 8.325316 0.035121 0.056577
3863 : 2.551161 7.358792 0.0745 0.03555
3864 : 5.152643 0.472612 0.032376 0.047253
3865 : 5.081567 5.902724 0.059503 0.063803
3866 : 0.018566 2.042899 0.045036 0.01473
3867 : 6.401381 8.020362 0.067539 0.025751
3868 : 8.255489 0.001154 0.075752 0.010812
3869 : 9.539974 8.334896 0.04215 0.033429
3870 : 2.79541 2.459222 0.02505 0.039545
3871 : 7.467853 2.216675 0.049553 0.058469
3872 : 3.654709 4.703069 0.041373 0.048427
3873 : 3.309318 9.717192 0.057921 0.064876
3874 : 7.002868 7.199016 0.037029 0.061496
3875 : 1.642106 8.875059 0.031884 0.039385
3876 : 2.192287 5.766497 0.062654 0.032875
3877 : 2.023452 8.153612 0.064321 0.042699
3878 : 1.358363 9.998965 0.028168 0.017037
3879 : 4.66029 5.490623 0.016347 0.078622
3880 : 0.300678 3.48804 0.034366 0.027852
3881 : 2.739995 1.09514 0.052173 0.060104
3882 : 9.877523 1.522053 0.018076 0.013259
3883 : 4.939225 3.558517 0.065934 0.061599
3884 : 0.182549 8.105565 0.011555 0.042951
3885 : 4.797338 8.854882 0.037932 0.040159
3886 : 2.124324 3.511426 0.055742 0.055611
3887 : 1.661784 9.598563 0.03133 0.038734
3888 : 1.420554 5.250493 0.045313 0.047601
3889 : 8.894339 7.159929 0.058529 0.067582
3890 : 5.448498 2.899189 0.056673 0.016018
3891 : 8.253168 0.991712 0.063924 0.018206
3892 : 2.16842 4.627428 0.032281 0.052306
3893 : 6.655241 4.625826 0.05387 0.02264
3894 : 9.279573 1.784126 0.050639 0.044222
3895 : 7.199057 4.55905 0.037653 0.036996
3896 : 7.53432 9.325544 0.040865 0.053539
3897 : 6.556006 6.796641 0.017976 0.018636
3898 : 4.123182 8.320746 0.057425 0.062242
3899 : 2.7712 5.562997 0.06109 0.053159
3900 : 4.476098 9.781376 0.049133 0.062979
3901 : 1.901544 9.259133 0.067756 0.01987
3902 : 7.970629 2.367365 0.068095 0.044857
3903 : 1.477291 8.838099 0.023489 0.056475
3904 : 5.639776 7.718889 0.019563 0.018158
3905 : 8.04806 3.738863 0.073457 0.079804
3906 : 0.52757 6.8712 0.039784 0.026516
3907 : 5.151938 8.628107 0.028149 0.042699
3908 : 9.385413 0.637951 0.024348 0.079254
3909 : 9.367411 8.069342 0.020006 0.043576
3910 : 6.46973 6.755902 0.055095 0.030139
3911 : 4.685893 5.811797 0.072168 0.045252
3912 : 9.829291 0.886292 0.051316 0.011441
3913 : 0.899924 5.025458 0.030081 0.035448
3914 : 9.971121 4.630023 0.05755 0.067932
3915 : 5.519469 5.717928 0.018485 0.022632
3916 : 0.349151 8.182165 0.063566 0.023648
3917 : 9.805205 6.079159 0.027029 0.051156
3918 : 5.387883 4.148842 0.07709 0.023293
3919 : 7.57683 3.775697 0.066956 0.026842
3920 : 7.992976 7.947938 0.016993 0.076213
3921 : 7.696182 9.72634 0.014163 0.054605
3922 : 6.001336 4.454151 0.016388 0.068677
3923 : 2.657193 9.449291 0.039582 0.057541
3924 : 6.669555 5.201609 0.034057 0.024234
3925 : 5.309285 3.15468 0.014892 0.048237
3926 : 7.983286 5.086594 0.012721 0.038503
3927 : 4.919446 1.125186 0.017064 0.012586
3928 : 9.659961 4.963211 0.056803 0.043364
3929 : 6.351756 3.962781 0.027225 0.059384
3930 : 1.139383 9.612036 0.076454 0.058286
3931 : 4.467668 8.091535 0.040995 0.06543
3932 : 6.529182 5.950266 0.052756 0.067056
3933 : 2.518091 1.548674 0.069922 0.024058
3934 : 4.370754 9.257625 0.030345 0.070512
3935 : 8.587605 1.885653 0.025199 0.030144
3936 : 5.485266 0.859523 0.051979 0.028155
3937 : 9.357178 6.09873 0.019498 0.046839
3938 : 1.631446 9.711779 0.051162 0.014933
3939 : 4.123261 9.648176 0.058295 0.049773
3940 : 4.420076 8.214135 0.044763 0.04782
3941 : 6.720726 5.24477 0.071967 0.03349
3942 : 0.112411 9.291487 0.024185 0.073265
3943 : 0.420421 6.014398 0.03792 0.052757
3944 : 8.589197 8.634226 0.048127 0.030773
3945 : 6.973647 6.085188 0.036293 0.075314
3946 : 9.243255 1.389778 0.066014 0.076417
3947 : 6.937081 1.523455 0.042978 0.074455
3948 : 6.959032 0.455606 0.061626 0.041655
3949 : 4.477355 0.903338 0.026826 0.012268
3950 : 6.050582 2.134806 0.077774 0.054528
3951 : 1.645808 1.093365 0.053264 0.066394
3952 : 2.770556 4.733494 0.050812 0.079784
3953 : 1.115553 9.099624 0.061696 0.016944
3954 : 3.215519 3.236449 0.044978 0.023407
3955 : 1.148271 8.998642 0.011249 0.073321
3956 : 4.72577 6.012363 0.078549 0.057145
3957 : 4.698877 4.026312 0.0116 0.026837
3958 : 4.461575 5.689128 0.06024 0.054194
3959 : 9.781058 0.241138 0.029639 0.032539
3960 : 6.480465 7.171714 0.04497 0.034121
3961 : 5.122032 5.998794 0.022125 0.021496
3962 : 2.941954 5.422559 0.058632 0.046028
3963 : 2.933746 7.473644 0.076725 0.060994
3964 : 7.737941 1.576587 0.063836 0.016174
3965 : 2.831418 7.646921 0.022665 0.066481
3966 : 1.556565 1.192236 0.065383 0.039407
3967 : 5.899807 8.053095 0.068611 0.043321
3968 : 3.258124 9.294686 0.050555 0.02629
3969 : 1.427848 7.834211 0.077074 0.0347
3970 : 4.632144 2.450465 0.044733 0.036711
3971 : 2.410982 1.367131 0.06162 0.075689
3972 : 0.141395 6.420989 0.062914 0.051653
3973 : 8.623611 7.026785 0.074265 0.016119
3974 : 0.605692 9.870021 0.048159 0.079684
3975 : 2.35721 7.635142 0.036777 0.028872
3976 : 1.052838 5.045465 0.073868 0.05967
3977 : 6.832091 6.944536 0.05771 0.013715
3978 : 9.698801 7.747992 0.013528 0.014269
3979 : 0.842277 6.152406 0.034349 0.025967
3980 : 7.412528 2.362691 0.07819 0.037356
3981 : 2.607333 1.446907 0.06712 0.054028
3982 : 1.540954 8.814146 0.075442 0.055129
3983 : 5.265089 0.350921 0.065485 0.077528
3984 : 5.08888 8.804582 0.070342 0.018396
3985 : 9.884234 4.321635 0.036076 0.070404
3986 : 9.214606 9.887201 0.03935 0.010939
3987 : 4.41924 4.17175 0.042236 0.066767
3988 : 8.308024 2.956716 0.034654 0.038165
3989 : 3.882817 8.508279 0.070514 0.039893
3990 : 2.789002 4.75179 0.033275 0.031728
3991 : 9.314308 5.56334 0.031372 0.032893
3992 : 5.957402 6.050377 0.070793 0.037152
3993 : 2.866955 4.908152 0.019185 0.026818
3994 : 9.378166 8.837419 0.013492 0.046127
3995 : 0.748307 6.796255 0.042523 0.058731
3996 : 3.499463 5.479292 0.013174 0.019838
3997 : 0.794019 5.084706 0.070596 0.011146
3998 : 0.472446 0.405799 0.011834 0.036458
3999 : 5.852181 7.602727 0.073209 0.040652
4000 : 5.673511 4.69974 0.069752 0.033769
4001 : 9.336246 4.287153 0.039269 0.040597
4002 : 4.209212 4.234249 0.045138 0.061471
4003 : 3.061419 3.269297 0.059458 0.0773
4004 : 8.109567 7.498464 0.056815 0.035952
4005 : 1.253908 4.439779 0.07559 0.026448
4006 : 2.504098 6.368782 0.01083 0.037091
4007 : 4.674496 4.258905 0.07597 0.030871
4008 : 1.082422 2.265113 0.07825 0.067189
4009 : 9.717863 8.117757 0.045971 0.062977
4010 : 8.051519 1.875012 0.033273 0.063554
4011 : 3.783529 9.774835 0.049488 0.017416
4012 : 5.196368 5.361798 0.05025 0.011003
4013 : 8.857063 0.660557 0.023888 0.050246
4014 : 9.53155 6.77012 0.047829 0.067891
4015 : 6.652155 2.770808 0.072825 0.029142
4016 : 0.27349 6.554549 0.026128 0.026213
4017 : 6.821797 3.948826 0.065465 0.022683
4018 : 0.866237 8.851114 0.014676 0.055736
4019 : 2.579029 5.745548 0.047947 0.022773
4020 : 8.8469 9.8495 0.013851 0.056901
4021 : 8.296812 4.519893 0.050848 0.053597
4022 : 6.685974 1.162676 0.017648 0.031338
4023 : 1.593961 9.708073 0.035001 0.068723
4024 : 3.023244 1.660884 0.041295 0.068765
4025 : 4.353438 8.234554 0.067026 0.010525
4026 : 0.95104 4.128516 0.065757 0.021525
4027 : 1.7204 4.766273 0.057202 0.015965
4028 : 2.726814 9.561462 0.076509 0.062999
4029 : 1.72429 0.13383 0.075016 0.029154
4030 : 9.531668 8.737121 0.043575 0.041891
4031 : 9.189811 3.160587 0.079911 0.055206
4032 : 9.342781 4.120228 0.070686 0.065253
4033 : 1.738589 0.469265 0.058525 0.068272
4034 : 0.415828 8.825814 0.048172 0.012725
4035 : 2.038585 2.495508 0.024048 0.075271
4036 : 5.45112 6.974092 0.034919 0.011653
4037 : 7.749606 7.63825 0.052473 0.060137
4038 : 9.919288 3.473573 0.012442 0.027558
4039 : 6.702015 0.759339 0.025533 0.050705
4040 : 3.591357 9.944001 0.071839 0.042435
4041 : 5.275444 4.397947 0.054027 0.071801
4042 : 4.393665 4.324463 0.018707 0.043453
4043 : 0.044899 4.614689 0.073555 0.044436
4044 : 0.981494 5.975335 0.06219 0.071905
4045 : 3.356732 6.595528 0.01719 0.026769
4046 : 2.08077 1.499135 0.051697 0.042584
4047 : 3.088282 4.749529 0.047397 0.074205
4048 : 5.788843 3.089094 0.06885 0.07514
4049 : 0.907774 6.96106 0.041778 0.077928
4050 : 5.924564 4.147887 0.034731 0.06893
4051 : 1.509433 9.047132 0.046079 0.042421
4052 : 3.248689 0.722819 0.0689 0.073734
4053 : 5.615416 8.300538 0.06003 0.022174
4054 : 0.46479 1.733636 0.060525 0.010128
4055 : 7.830747 1.367519 0.037239 0.016303
4056 : 2.693186 4.385841 0.029864 0.032854
4057 : 2.675533 7.676522 0.075085 0.07754
4058 : 2.785618 7.883043 0.012065 0.06706
4059 : 9.860712 8.986132 0.079422 0.030829
4060 : 1.265221 4.576646 0.077865 0.029133
4061 : 7.682598 1.413696 0.079898 0.038867
4062 : 8.863335 6.067898 0.032179 0.024125
4063 : 4.997826 8.460051 0.066604 0.051871
4064 : 2.797822 3.002789 0.065138 0.058438
4065 : 9.438267 8.95802 0.062081 0.051391
4066 : 0.85668 8.217937 0.072062 0.023872
4067 : 7.494852 5.976886 0.03461 0.075971
4068 : 5.290418 6.045302 0.033738 0.052878
4069 : 9.832503 4.867421 0.05725 0.059132
4070 : 6.800845 1.80275 0.07176 0.05444
4071 : 0.737365 2.901856 0.020443 0.027466
4072 : 6.839188 6.238282 0.05769 0.044149
4073 : 2.680649 3.674937 0.04262 0.01038
4074 : 3.443731 8.790226 0.061328 0.066261
4075 : 2.240429 4.889422 0.055633 0.045131
4076 : 8.992252 2.779679 0.066499 0.042781
4077 : 7.02002 5.479258 0.079216 0.055394
4078 : 0.753438 3.026173 0.016272 0.06721
4079 : 1.028479 5.641358 0.040126 0.030097
4080 : 3.992061 4.575681 0.034317 0.053387
4081 : 2.535763 8.56377 0.01897 0.059872
4082 : 3.721322 4.26707 0.056513 0.067224
4083 : 4.757 0.89314 0.017002 0.020357
4084 : 7.678413 1.085081 0.058664 0.021074
4085 : 8.326356 1.068117 0.022842 0.037452
4086 : 1.976928 6.234599 0.04435 0.038896
4087 : 0.142619 6.996436 0.073621 0.043505
4088 : 5.233936 6.76627 0.014844 0.014898
4089 : 9.157692 3.328002 0.036095 0.031571
4090 : 2.805213 7.220418 0.034907 0.029599
4091 : 7.564114 0.06471 0.06305 0.031051
4092 : 4.406104 3.396526 0.047861 0.039645
4093 : 7.939075 2.04147 0.016937 0.047716
4094 : 7.254971 4.301573 0.055775 0.056488
4095 : 8.436881 8.658504 0.034313 0.050753
4096 : 7.105487 1.915497 0.036345 0.035661
4097 : 3.252905 1.574 0.039581 0.033898
4098 : 0.221703 6.168762 0.068701 0.017031
4099 : 1.282833 0.580106 0.078891 0.068139
4100 : 1.917114 0.930033 0.017415 0.028669
4101 : 4.979427 9.221967 0.035156 0.073989
4102 : 7.43072 8.104971 0.011751 0.041634
4103 : 2.72001 5.20279 0.033009 0.046901
4104 : 9.756128 1.243781 0.039583 0.067509
4105 : 8.654729 0.033929 0.011693 0.035932
4106 : 2.743646 2.452154 0.033418 0.056554
4107 : 6.008773 9.454573 0.031025 0.079348
4108 : 4.969235 7.935066 0.042636 0.075019
4109 : 0.26796 3.606709 0.06574 0.025151
4110 : 7.779043 2.373182 0.052536 0.070612
4111 : 0.561177 1.704261 0.034566 0.036747
4112 : 9.084421 1.863434 0.071174 0.070313
4113 : 2.222805 8.688347 0.045302 0.012884
4114 : 3.841905 0.890598 0.067946 0.067842
4115 : 9.569827 0.090942 0.069269 0.051538
4116 : 3.057149 1.506264 0.050504 0.078103
4117 : 6.17641 6.91941 0.041601 0.032918
4118 : 5.907703 0.769065 0.049739 0.025648
4119 : 1.216221 1.033793 0.044679 0.033018
4120 : 7.018731 3.808042 0.022268 0.047434
4121 : 8.538142 0.545779 0.030363 0.021414
4122 : 4.62747 3.893597 0.077724 0.049329
4123 : 0.057805 1.532296 0.033099 0.016515
4124 : 2.700418 5.91926 0.045027 0.074314
4125 : 7.565634 5.603796 0.03103 0.022955
4126 : 6.103098 4.773321 0.046506 0.01488
4127 : 6.071807 8.86596 0.011372 0.032416
4128 : 1.954467 8.72866 0.028173 0.032283
4129 : 1.404774 0.040118 0.039901 0.021253
4130 : 7.36338 6.322208 0.061424 0.066957
4131 : 2.926866 1.832777 0.034375 0.039157
4132 : 5.118667 9.430032 0.013819 0.073292
4133 : 3.547915 9.813561 0.055622 0.066505
4134 : 9.126164 3.431149 0.061248 0.050417
4135 : 1.783125 8.983847 0.020592 0.022514
4136 : 5.724998 0.033293 0.076852 0.018733
4137 : 7.869048 5.093434 0.047451 0.07087
4138 : 8.829009 9.153506 0.030835 0.047021
4139 : 6.616197 8.423348 0.018488 0.014718
4140 : 6.862942 5.469596 0.062506 0.050245
4141 : 7.492703 9.86093 0.028632 0.04727
4142 : 5.459137 1.713178 0.033674 0.02181
4143 : 6.766806 9.708228 0.053244 0.074099
4144 : 2.039482 7.568313 0.014431 0.077301
4145 : 9.740191 3.396624 0.059398 0.034237
4146 : 3.307823 4.586251 0.017811 0.036695
4147 : 3.910254 9.633651 0.029435 0.039899
4148 : 6.304359 7.358134 0.067091 0.052118
4149 : 5.056595 6.18221 0.040806 0.04325
4150 : 2.920641 7.212377 0.068956 0.038083
4151 : 6.923156 7.485822 0.039468 0.021665
4152 : 7.249529 2.835187 0.016903 0.045147
4153 : 7.277598 4.59323 0.068875 0.06421
4154 : 9.102682 8.785305 0.042363 0.03843
4155 : 0.083365 1.122253 0.021891 0.079709
4156 : 0.547205 6.874521 0.01048 0.020254
4157 : 9.395066 2.870916 0.020436 0.064105
4158 : 7.125055 0.789004 0.015474 0.035109
4159 : 6.762988 5.538417 0.039232 0.04578
4160 : 7.050818 3.090668 0.043962 0.026366
4161 : 5.730939 9.891816 0.022308 0.016291
4162 : 4.978291 0.139713 0.06711 0.025713
4163 : 6.679064 5.026713 0.037734 0.012351
4164 : 4.767341 4.706079 0.045477 0.013544
4165 : 8.757752 1.53689 0.013544 0.066399
4166 : 3.643339 3.605672 0.013669 0.077654
4167 : 8.000128 8.14923 0.038827 0.0366
4168 : 5.747328 5.342135 0.046806 0.017772
4169 : 9.755358 8.303192 0.022284 0.045277
4170 : 9.007599 0.717557 0.079899 0.061194
4171 : 7.088892 3.016959 0.052208 0.019139
4172 : 1.814214 1.49339 0.075811 0.032623
4173 : 6.887563 9.27447 0.052135 0.057926
4174 : 9.301913 7.247382 0.057277 0.029912
4175 : 8.25247 9.266402 0.01294 0.068735
4176 : 1.713775 3.407682 0.030364 0.043184
4177 : 5.113723 6.33653 0.06645 0.056643
4178 : 0.059268 6.121888 0.013927 0.078155
4179 : 0.963407 1.974813 0.014772 0.067379
4180 : 5.830915 0.18833 0.046869 0.032351
4181 : 5.208335 6.484619 0.058884 0.018915
4182 : 5.812245 6.404299 0.059352 0.031009
4183 : 2.912104 3.73695 0.058394 0.031054
4184 : 0.523195 3.331738 0.0557 0.046247
4185 : 8.811837 0.541504 0.017441 0.052355
4186 : 5.325773 0.26904 0.022342 0.027343
4187 : 0.951402 0.220092 0.073611 0.07645
4188 : 7.464082 8.81784 0.020053 0.062911
4189 : 0.290541 3.125981 0.068589 0.028048
4190 : 4.263325 3.701324 0.067011 0.038457
4191 : 6.380148 1.148724 0.056219 0.026054
4192 : 5.176961 9.193947 0.028622 0.013767
4193 : 5.284088 9.657786 0.0689 0.064924
4194 : 3.023705 9.408676 0.021336 0.062078
4195 : 9.638037 6.488903 0.072879 0.026543
4196 : 9.866151 0.398438 0.055811 0.033542
4197 : 3.152093 7.22031 0.022247 0.050127
4198 : 4.730208 0.605724 0.012784 0.036103
4199 : 2.865743 4.549105 0.057616 0.052376
4200 : 4.443988 0.112049 0.032464 0.052833
4201 : 2.805729 5.883895 0.014397 0.063671
4202 : 4.914148 2.085836 0.056476 0.07661
4203 : 0.493089 7.345931 0.031398 0.049863
4204 : 1.0863 7.441003 0.016541 0.046957
4205 : 4.180985 9.823771 0.066865 0.02701
4206 : 0.120125 8.93279 0.033765 0.075845
4207 : 3.087691 4.816615 0.029902 0.04585
4208 : 5.387411 6.22206 0.039164 0.025124
4209 : 2.963714 1.134629 0.077928 0.039452
4210 : 3.44179 6.169215 0.051952 0.059349
4211 : 7.21206 3.094837 0.044468 0.07177
4212 : 9.75452 4.223476 0.037711 0.034562
4213 : 2.833768 7.129781 0.011538 0.035049
4214 : 2.674599 1.989895 0.039141 0.060632
4215 : 6.5667 6.52608 0.036804 0.04651
4216 : 0.942751 4.821021 0.058337 0.067797
4217 : 9.448195 5.804473 0.050436 0.06582
4218 : 3.69409 6.568708 0.011959 0.028428
4219 : 4.961409 6.404713 0.038125 0.069243
4220 : 3.218348 0.776398 0.072506 0.065945
4221 : 3.404118 3.011872 0.013729 0.034987
4222 : 3.041385 6.549229 0.030239 0.044365
4223 : 1.150221 1.757163 0.028457 0.052132
4224 : 8.236957 8.52731 0.069504 0.076523
4225 : 1.589684 7.820366 0.058268 0.021976
4226 : 4.793485 4.099737 0.039941 0.069785
4227 : 4.692293 3.372095 0.04357 0.015408
4228 : 5.360357 1.515563 0.024469 0.075946
4229 : 5.940555 2.90572 0.055075 0.047849
4230 : 5.38569 7.290556 0.026597 0.070439
4231 : 4.780536 6.471104 0.07894 0.050502
4232 : 4.608885 1.524651 0.043639 0.054976
4233 : 6.291928 8.428824 0.032682 0.071613
4234 : 2.940824 6.429839 0.054133 0.026626
4235 : 9.1396 9.252582 0.06696 0.019045
4236 : 5.997634 2.230759 0.026511 0.033663
4237 : 3.956339 4.18359 0.03516 0.076579
4238 : 6.315387 2.712933 0.05383 0.055054
4239 : 5.831486 9.78972 0.050779 0.078616
4240 : 7.190179 5.331476 0.052793 0.049262
4241 : 7.046899 7.234979 0.068065 0.03345
4242 : 2.917357 2.02356 0.07985 0.078191
4243 : 6.720378 9.396124 0.014644 0.076489
4244 : 0.868825 2.334969 0.036786 0.028174
4245 : 4.817505 7.810316 0.065912 0.045039
4246 : 8.734351 8.231077 0.07796 0.017614
4247 : 2.019168 6.150467 0.016311 0.029703
4248 : 8.039157 4.121066 0.029278 0.0607
4249 : 1.744571 1.006178 0.015849 0.036915
4250 : 3.318506 4.136232 0.063508 0.022359
4251 : 3.882298 9.781173 0.025209 0.054322
4252 : 6.613395 1.333023 0.038881 0.03886
4253 : 4.057175 8.934156 0.054462 0.037572
4254 : 9.955072 4.90258 0.06369 0.07541
4255 : 9.478369 2.941462 0.059991 0.076112
4256 : 4.267532 4.402161 0.059806 0.032374
4257 : 0.317401 4.558317 0.021448 0.064821
4258 : 5.003793 8.756461 0.078835 0.022254
4259 : 1.381947 6.376001 0.020164 0.028305
4260 : 9.769231 1.465133 0.041453 0.06531
4261 : 0.353841 7.011783 0.059218 0.030948
4262 : 6.115479 2.852218 0.060643 0.036864
4263 : 1.264243 8.130314 0.053309 0.035964
4264 : 0.295373 4.340998 0.074059 0.041971
4265 : 2.547308 2.600673 0.076618 0.015266
4266 : 3.433562 7.881731 0.067772 0.021912
4267 : 0.811548 9.687089 0.016359 0.060898
4268 : 7.160346 3.931294 0.032836 0.01277
4269 : 1.606659 3.114222 0.01513 0.058722
4270 : 2.187477 4.928399 0.021204 0.018618
4271 : 2.329822 7.324416 0.020235 0.035572
4272 : 8.429713 8.180863 0.050284 0.017399
4273 : 4.118182 4.288549 0.06356 0.064477
4274 : 8.78573 1.768869 0.075642 0.04709
4275 : 3.2792 3.514124 0.023196 0.029266
4276 : 7.149668 4.480004 0.04798 0.014388
4277 : 5.212778 1.161564 0.026884 0.066927
4278 : 2.36252 6.881187 0.024756 0.073604
4279 : 3.169694 3.045485 0.048258 0.070309
4280 : 0.914719 3.684392 0.035069 0.014171
4281 : 4.443585 3.331048 0.044464 0.058998
4282 : 4.571926 0.366384 0.064743 0.057604
4283 : 6.157512 9.300926 0.014715 0.022675
4284 : 2.565838 4.041099 0.071202 0.044512
4285 : 2.947789 3.480157 0.016965 0.027201
4286 : 0.061132 7.450922 0.063497 0.047781
4287 : 2.027998 4.553846 0.05546 0.067863
4288 : 8.081186 0.493858 0.011935 0.05091
4289 : 4.139886 9.074759 0.076413 0.071133
4290 : 0.983168 4.100254 0.030766 0.077798
4291 : 3.057314 4.267564 0.044641 0.026792
4292 : 7.115955 7.856113 0.063862 0.020888
4293 : 2.957109 0.126972 0.038171 0.076069
4294 : 1.700614 2.227208 0.028803 0.049357
4295 : 5.840943 8.733732 0.064786 0.024403
4296 : 1.816383 7.947288 0.010402 0.040588
4297 : 1.23154 8.495905 0.014803 0.028699
4298 : 5.746083 4.42538 0.061558 0.012283
4299 : 1.412779 4.584485 0.020035 0.035187
4300 : 5.165297 3.143318 0.078263 0.077628
4301 : 4.892904 5.032939 0.07025 0.078178
4302 : 5.077506 7.649505 0.046604 0.055945
4303 : 4.323571 6.259134 0.060878 0.065096
4304 : 4.726103 1.615809 0.05832 0.062343
4305 : 4.43383 9.385282 0.069061 0.044574
4306 : 1.232911 1.536815 0.074749 0.026071
4307 : 6.320968 6.499994 0.047797 0.011027
4308 : 5.927887 9.996232 0.056663 0.062846
